"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00079416700778721,0.434140684476751,0.88,0.829,1,"0","ENSMUSG00000035268"
0.000799369687542912,1.33970696220653,0.253,0.095,1,"0","ENSMUSG00000031432"
0.000887002914914438,0.944880499804317,0.352,0.171,1,"0","ENSMUSG00000021811"
0.000945684342645865,0.564867149985493,0.798,0.695,1,"0","ENSMUSG00000059208"
0.000971279511295292,0.542453844950639,0.734,0.552,1,"0","ENSMUSG00000078348"
0.000980377618605986,0.378092477113417,0.944,0.867,1,"0","ENSMUSG00000020949"
0.00098138350165846,1.08589476929709,0.343,0.181,1,"0","ENSMUSG00000026193"
0.00106694253630711,0.89001101639579,0.416,0.219,1,"0","ENSMUSG00000042305"
0.00106837499250266,0.95314282179022,0.348,0.171,1,"0","ENSMUSG00000031987"
0.00110404984059651,0.778179370844322,0.464,0.267,1,"0","ENSMUSG00000031609"
0.00113733067439769,1.18015204658506,0.322,0.152,1,"0","ENSMUSG00000003934"
0.00118300707756581,0.29540261876863,0.695,0.533,1,"0","ENSMUSG00000000184"
0.00121273669573777,1.35160250521322,0.296,0.143,1,"0","ENSMUSG00000029591"
0.00122183564785329,0.38600144253224,0.88,0.81,1,"0","ENSMUSG00000034932"
0.00124859466663673,0.338320614409648,0.974,0.886,1,"0","ENSMUSG00000022551"
0.00125619351707925,0.883853777641457,0.541,0.371,1,"0","ENSMUSG00000024026"
0.00126932752297722,0.872200389150485,0.515,0.352,1,"0","ENSMUSG00000060675"
0.001323869368409,0.474173381889479,0.918,0.771,1,"0","ENSMUSG00000030057"
0.00141772091002461,1.13647159868594,0.378,0.21,1,"0","ENSMUSG00000028633"
0.00146682470923079,1.39778754091123,0.266,0.114,1,"0","ENSMUSG00000034205"
0.00149374809277379,1.2252192731285,0.33,0.171,1,"0","ENSMUSG00000024772"
0.00149606374058387,0.922904594663494,0.369,0.19,1,"0","ENSMUSG00000028622"
0.0015536635790693,0.371494441895957,0.884,0.8,1,"0","ENSMUSG00000052374"
0.0016812622236373,0.772423535999875,0.485,0.305,1,"0","ENSMUSG00000028116"
0.00182748956975093,0.693557580146229,0.524,0.333,1,"0","ENSMUSG00000018677"
0.00192149535531309,1.26026408790231,0.27,0.124,1,"0","ENSMUSG00000066232"
0.00195186527059973,0.716211600032632,0.614,0.486,1,"0","ENSMUSG00000066456"
0.00197078730024468,0.515412462288301,0.558,0.333,1,"0","ENSMUSG00000015143"
0.00199086387578762,0.858863083111269,0.455,0.295,1,"0","ENSMUSG00000038622"
0.00199924009054951,0.782603816194421,0.438,0.257,1,"0","ENSMUSG00000020900"
0.00206987666687919,0.579997130184346,0.545,0.352,1,"0","ENSMUSG00000020265"
0.00208994420991938,0.475778985985777,0.798,0.61,1,"0","ENSMUSG00000024097"
0.00209177177794538,0.521470690833482,0.79,0.619,1,"0","ENSMUSG00000030007"
0.00212801799818173,0.790689655332963,0.541,0.381,1,"0","ENSMUSG00000040731"
0.00213578924509275,0.772038052450953,0.403,0.229,1,"0","ENSMUSG00000059070"
0.00216758665077239,0.748188549931847,0.536,0.343,1,"0","ENSMUSG00000034875"
0.00218515967133563,0.331977259438961,0.966,0.933,1,"0","ENSMUSG00000009863"
0.00219411362701241,0.57289288224701,0.811,0.686,1,"0","ENSMUSG00000024844"
0.00220308352060424,0.933497879455519,0.365,0.19,1,"0","ENSMUSG00000036180"
0.00221053049551114,0.891932829025797,0.438,0.276,1,"0","ENSMUSG00000032562"
0.0022186664620827,1.05831460296201,0.318,0.162,1,"0","ENSMUSG00000022752"
0.0022539569180761,0.489599681940688,0.476,0.267,1,"0","ENSMUSG00000038503"
0.00234038232886655,0.435113570696145,0.773,0.648,1,"0","ENSMUSG00000026701"
0.00239459851442846,0.925198781385314,0.464,0.295,1,"0","ENSMUSG00000022483"
0.00239809158904849,0.889723340934223,0.472,0.286,1,"0","ENSMUSG00000024925"
0.00240721514052155,0.425899593977491,0.558,0.371,1,"0","ENSMUSG00000005103"
0.00241129602824116,0.320265619674533,0.987,0.952,1,"0","ENSMUSG00000036371"
0.00241654222228392,0.808870824574635,0.365,0.2,1,"0","ENSMUSG00000038965"
0.00246818408994731,0.684715802341911,0.605,0.429,1,"0","ENSMUSG00000057130"
0.00255423187665734,1.05156475721501,0.378,0.219,1,"0","ENSMUSG00000036832"
0.00257639685953969,0.724279041927592,0.541,0.39,1,"0","ENSMUSG00000031626"
0.00267086533154342,1.33872938554995,0.27,0.133,1,"0","ENSMUSG00000031403"
0.00269580121811696,0.503364014125143,0.781,0.676,1,"0","ENSMUSG00000001416"
0.00277338136870771,0.271291622729414,0.953,0.924,1,"0","ENSMUSG00000026208"
0.00283470460540624,0.738013869077576,0.464,0.295,1,"0","ENSMUSG00000028693"
0.00286200946992633,0.726699858128164,0.365,0.19,1,"0","ENSMUSG00000024360"
0.00294368757869352,0.297152033939141,0.983,0.924,1,"0","ENSMUSG00000004980"
0.002955671086523,0.945524480470315,0.446,0.276,1,"0","ENSMUSG00000013415"
0.00296862952397459,0.946460735264688,0.352,0.2,1,"0","ENSMUSG00000031562"
0.0030031716600585,0.533436890035369,0.575,0.39,1,"0","ENSMUSG00000027067"
0.00305426829641865,1.10124888537874,0.27,0.124,1,"0","ENSMUSG00000025486"
0.00306509345974104,0.716808855519734,0.391,0.21,1,"0","ENSMUSG00000035325"
0.00310265668465667,0.521407860163283,0.777,0.629,1,"0","ENSMUSG00000031807"
0.00317889284765819,0.659502114144375,0.665,0.476,1,"0","ENSMUSG00000006519"
